maxspflops,maxdpflops,gmem_readbw,gmem_writebw,gmem_readbw_strided,gmem_writebw_strided,lmem_readbw,lmem_writebw,tex_readbw,bspeed_download,bspeed_readback,fft_sp,ifft_sp,fft_sp_pcie,ifft_sp_pcie,fft_dp,ifft_dp,fft_dp_pcie,ifft_dp_pcie,sgemm_n,sgemm_t,sgemm_n_pcie,sgemm_t_pcie,dgemm_n,dgemm_t,dgemm_n_pcie,dgemm_t_pcie,md_sp_flops,md_sp_bw,md_sp_flops_pcie,md_sp_bw_pcie,md_dp_flops,md_dp_bw,md_dp_flops_pcie,md_dp_bw_pcie,reduction,reduction_pcie,reduction_dp,reduction_dp_pcie,scan,scan_pcie,scan_dp,scan_dp_pcie,sort,sort_pcie,spmv_csr_scalar_sp,spmv_csr_vector_sp,spmv_ellpackr_sp,spmv_csr_scalar_dp,spmv_csr_vector_dp,spmv_ellpackr_dp,stencil,stencil_dp,s3d,s3d_pcie,s3d_dp,s3d_dp_pcie,triad_bw,ocl_kernel,ocl_queue,bfs,bfs_pcie,bfs_teps
BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,,,,BenchmarkError,,,,BenchmarkError,,,,BenchmarkError,,,,BenchmarkError,,,,BenchmarkError,,,,BenchmarkError,,BenchmarkError,,BenchmarkError,,BenchmarkError,,BenchmarkError,,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,BenchmarkError,,BenchmarkError,,BenchmarkError,BenchmarkError,BenchmarkError,,,
